,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
214,It Ain't Right,2,215920,0.00336,0.565,0.881,2.09E-06,7,0.11,-3.349,1,0.0363,130.04,4,0.477,13505
215,Queen,39,230720,0.225,0.416,0.523,0.0663,1,0.186,-5.579,1,0.0291,132.015,4,0.133,2683
216,Contract (feat. Iamsu),53,187722,0.00357,0.512,0.789,0,10,0.261,-7.617,0,0.388,98.006,4,0.687,7573
217,Huddy,51,264000,0.00997,0.908,0.805,0,6,0.198,-5.013,1,0.282,95.047,4,0.713,2128
218,Peach,70,255397,0.00856,0.687,0.74,4.39E-05,5,0.259,-4.829,1,0.0403,111.01,4,0.243,92923
219,Me and Your Mama,69,379226,0.0105,0.556,0.45,0.0483,5,0.0707,-11.874,1,0.0338,117.99,3,0.25,79919
220,Sin Ti,50,143853,0.835,0.802,0.523,1.26E-06,2,0.0817,-6.479,1,0.0383,105.071,4,0.631,5127
221,Time of Our Lives,79,229360,0.0921,0.72,0.802,0,1,0.694,-5.797,1,0.0582,124.043,4,0.723,3125
222,Uptight (Everything's Alright),60,174400,0.179,0.598,0.646,0,6,0.141,-9.769,1,0.0309,133.287,4,0.929,42498
223,Cum on Feel the Noize,68,287400,0.000183,0.441,0.908,0.00328,11,0.0612,-4.627,0,0.115,145.439,4,0.632,6415
224,WORKIN ME,86,169620,0.182,0.79,0.629,7.06E-06,8,0.338,-4.055,1,0.142,170.023,4,0.267,8115
225,Daniel,56,251120,0.0118,0.593,0.658,0.0204,8,0.137,-8.393,0,0.0364,135.053,4,0.422,2316
226,Gonna Love Me,77,166997,0.402,0.514,0.506,2.56E-05,10,0.191,-7.095,0,0.28,88.044,4,0.312,4906
227,Harder Better Faster Stronger (The Neptunes Remix),41,312506,0.608,0.85,0.74,0.000782,11,0.302,-6.327,0,0.0552,123.451,4,0.907,18490
228,Titanium,24,227562,0.194,0.804,0.547,0,4,0.0888,-7.769,0,0.0665,126.013,4,0.507,5515
229,Solstice,55,152006,0.401,0.888,0.499,0.0478,0,0.0833,-7.252,1,0.0469,106.965,4,0.931,3092
230,Like a Rolling Stone,72,369600,0.729,0.483,0.721,0,0,0.189,-6.836,1,0.032,95.261,4,0.562,9704
231,I Was Made For Lovin' You,17,270013,0.0961,0.775,0.825,4.86E-05,4,0.0776,-6.337,1,0.0396,128.362,4,0.881,3451
232,Natural,95,189466,0.216,0.448,0.612,0,2,0.08,-6.106,1,0.0708,97.773,4,0.213,9705
233,Honky Tonk Attitude,43,228626,0.175,0.679,0.812,8.04E-06,5,0.1,-6.549,1,0.0266,140.467,4,0.775,6293
234,Do I Love You (Indeed I Do),55,148306,0.242,0.581,0.961,0.000432,0,0.0891,-8.109,1,0.0593,133.981,4,0.823,5619
235,Rewrite The Stars,83,217440,0.0716,0.684,0.619,0,10,0.122,-7.005,1,0.0386,125.046,4,0.284,7554
236,Falling Down,97,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273,9689
237,1am,77,163954,0.0038,0.901,0.65,0,2,0.111,-4.137,1,0.0981,100.298,4,0.295,9611
238,I Will Spend My Whole Life Loving You,68,227619,0.887,0.637,0.129,0,11,0.0719,-17.082,1,0.0346,125.802,4,0.298,4290
239,Te Ma Etmaje (feat. DJ Wirtual),48,225135,0.0185,0.843,0.798,0.000593,10,0.435,-6.056,0,0.0856,111.03,4,0.816,17476
240,"Let Me Go (with Alesso, Florida Georgia Line & watt)",46,174800,0.0393,0.659,0.717,0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71,8783
241,Despacito x Shape Of You,63,198946,0.0582,0.691,0.631,0,5,0.169,-7.239,1,0.0377,93.984,4,0.577,2499
242,Fade Into You,72,295600,0.245,0.42,0.33,0.000679,9,0.0677,-13.925,1,0.0275,157.143,3,0.175,9569
243,Magic Spell,39,260007,0.91,0.63,0.593,0.471,4,0.107,-10.37,0,0.0492,118.274,4,0.403,8468
244,Hate It Or Love It,73,206400,0.122,0.807,0.785,0,9,0.123,-4.947,1,0.204,99.975,4,0.424,6066
245,STOOPID,90,152000,0.13,0.733,0.63,0,11,0.162,-4.296,1,0.395,149.989,4,0.832,5601
246,Amante Bandido,61,262571,0.0413,0.751,0.71,0.0378,2,0.0827,-8.026,1,0.0299,130.797,4,0.726,3471
247,Javier El De Los Llanos,70,201600,0.459,0.779,0.654,0,8,0.308,-5.374,1,0.0474,105.05,3,0.933,2896
248,Give A Little Bit,33,248173,0.0637,0.533,0.822,0.00795,2,0.259,-5.419,1,0.0474,91.353,4,0.463,4582
249,"Lover, Please Stay",55,247186,0.952,0.269,0.122,0,1,0.0915,-10.408,1,0.0334,83.967,4,0.118,52187
250,Why Her Not Me,56,231333,0.37,0.399,0.646,0.000114,3,0.232,-6.991,0,0.0369,173.459,4,0.243,2731
251,Don't Stop Believin',79,250986,0.127,0.5,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,5704
252,Vida Loca,60,192480,0.86,0.429,0.327,4.31E-05,1,0.101,-10.786,0,0.0669,72.232,5,0.255,2317
253,Hikicomori,42,207160,0.298,0.889,0.748,1.72E-06,6,0.054,-2.307,1,0.0769,140.084,4,0.778,4771
254,Man On Fire,37,177127,0.307,0.594,0.934,0,10,0.394,-7.397,0,0.391,137.064,4,0.825,5289
255,The Devil's Bleeding Crown,14,238653,1.85E-05,0.55,0.917,0.214,7,0.0333,-4.575,1,0.0378,109.552,3,0.245,70564
256,Tu Príncipe,69,205520,0.161,0.771,0.815,2.01E-05,1,0.189,-5.423,0,0.0719,94.016,4,0.524,65975
257,Paradise,66,215336,0.139,0.623,0.681,0,7,0.0946,-3.49,1,0.0268,121.98,4,0.453,20590
258,Lay Your Love Down - Single Version,37,228613,0.000439,0.588,0.788,1.79E-05,9,0.127,-4.851,1,0.0333,119.165,4,0.393,7509
259,Fix You,34,246706,0.818,0.292,0.27,5.45E-05,3,0.102,-12.131,1,0.0313,67.013,3,0.205,5640
260,Eyes On You - Acoustic Chill,55,174576,0.433,0.717,0.459,1.89E-05,9,0.109,-6.075,1,0.0412,100.011,4,0.575,15956
261,Nephew (feat. Lil Pump),84,202962,0.00422,0.792,0.454,0,9,0.285,-6.753,1,0.458,161.993,4,0.674,8407
262,emerald,5,154074,0.368,0.776,0.171,0.87,3,0.111,-12.828,0,0.0897,81.137,4,0.0764,62368
263,Closing Time,33,273533,0.0204,0.481,0.865,1.24E-06,7,0.17,-5.498,1,0.0283,92.086,4,0.241,7257
264,Bailar Pegados,20,282826,0.126,0.564,0.509,0.000743,0,0.075,-8.498,1,0.0286,139.832,4,0.392,2007
265,You're Gold,31,193269,0.00714,0.705,0.812,1.18E-05,2,0.301,-8.207,1,0.109,104.052,4,0.824,48611
266,Yearning,54,224000,0.991,0.33,0.00379,0.882,6,0.0987,-26.367,1,0.073,62.078,5,0.128,3520
267,Peach,70,255397,0.00856,0.687,0.74,4.39E-05,5,0.259,-4.829,1,0.0403,111.01,4,0.243,3243
268,Amor Malo,57,145411,0.642,0.663,0.531,0.00412,9,0.0962,-8.452,1,0.0452,140.657,4,0.531,7279
269,Guerrilla Radio,70,206200,0.0129,0.599,0.957,7.06E-05,11,0.155,-5.764,1,0.188,103.68,4,0.489,85871
270,Brimful of Asha - Norman Cook Remix,57,240933,0.184,0.664,0.953,0,11,0.113,-2.839,1,0.0584,125.671,4,0.949,3178
271,Of The Night,66,214205,0.0192,0.67,0.829,0.000225,5,0.089,-7.2,0,0.0427,125.01,4,0.349,5469
272,Message In A Bottle - Remastered 2003,71,290280,0.0338,0.577,0.808,1.33E-05,1,0.221,-7.04,0,0.039,151.008,4,0.869,4576
273,Empress,62,269586,1.90E-05,0.529,0.801,0.107,0,0.0732,-4.526,1,0.0321,119.99,4,0.454,99926
274,Forever Young,79,237076,0.0426,0.6,0.96,0,4,0.0882,-1.807,1,0.095,109.863,4,0.503,19817
275,Bright Blue Skies,72,182906,0.259,0.799,0.373,0,7,0.166,-8.999,1,0.0558,98.035,4,0.534,4807
276,El Farolito,50,223653,0.514,0.447,0.932,3.14E-05,7,0.0536,-4.7,0,0.125,166.484,4,0.846,2684
277,Beautiful Girls,77,225373,0.15,0.762,0.661,0,1,0.256,-6.075,0,0.0687,130.009,4,0.769,2510
278,Body - Dzeko Remix,70,165714,0.00812,0.653,0.946,0.000207,5,0.126,-3.757,0,0.0556,125.966,4,0.653,3319
279,Ya Nour El Ein,53,183356,0.068,0.567,0.808,0,7,0.0711,-4.573,0,0.0963,99.71,4,0.447,7824
280,Downfall,54,191373,0.000154,0.354,0.925,1.60E-06,6,0.268,-3.317,1,0.113,196.198,4,0.511,28883
281,"Never Recover (Lil Baby & Gunna, Drake)",89,194732,0.0716,0.757,0.69,0,1,0.192,-5.327,0,0.282,132.064,4,0.914,2161
282,Last Resort,81,199893,0.000504,0.581,0.887,0.00111,4,0.268,-3.659,0,0.0624,90.578,4,0.724,8013
283,perenne,53,150085,0.647,0.431,0.466,0.0503,8,0.3,-9.208,1,0.0368,80.013,4,0.643,9624
284,Free Fallin',73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,1,0.0252,84.378,4,0.623,8066
285,Diamonds - Remix,53,288413,0.00279,0.621,0.703,0,11,0.114,-5.314,0,0.107,92.047,4,0.485,9988
286,Tonight,46,250000,0.0359,0.796,0.676,6.26E-06,5,0.0549,-6.51,0,0.0525,112.019,4,0.733,3346
287,Escándalo,45,304853,0.335,0.732,0.892,0.0146,1,0.116,-9.469,1,0.0517,112.295,4,0.906,9461
288,Fight The Power,56,282640,0.00484,0.797,0.582,2.04E-06,2,0.517,-12.97,1,0.255,105.974,4,0.415,2268
289,People Change,69,212853,0.884,0.374,0.276,0.0123,7,0.122,-14.945,1,0.0353,80.169,4,0.412,7944
290,This Song,58,247506,0.0712,0.671,0.763,0.000655,2,0.171,-6.078,1,0.0434,120.013,4,0.304,9937
291,Million Reasons,40,205280,0.477,0.668,0.449,0,0,0.107,-7.897,1,0.0451,129.889,4,0.154,6799
292,Forever And Always,0,148093,0.589,0.66,0.115,4.47E-06,7,0.193,-13.591,1,0.0274,96.671,4,0.395,4697
293,Creiste,51,257463,0.636,0.845,0.774,0.000998,0,0.0953,-3.688,1,0.0465,138.067,4,0.867,3308
294,Zero Degrees,48,119955,0.0445,0.629,0.657,0,1,0.463,-5.853,1,0.217,79.953,4,0.468,3102
295,Alicia Adorada,41,255600,0.0483,0.701,0.783,0,0,0.0673,-9.712,1,0.0398,79.885,4,0.965,5978
296,Last Words,29,388467,0.0232,0.641,0.518,0.734,6,0.117,-8.565,0,0.0255,127.649,4,0.234,9173
297,The Point,52,198453,0.0616,0.742,0.693,2.16E-06,5,0.115,-5.494,1,0.0408,95.995,4,0.549,5573
298,Longing,47,73185,0.271,0.73,0.594,0.535,10,0.31,-7.83,0,0.0346,81.994,4,0.538,5065
299,Goodbye (feat. Nicki Minaj & Willy William),91,195419,0.0776,0.643,0.904,0,0,0.189,-3.694,1,0.0739,103.028,4,0.481,7827
300,Ride Or Die (feat. Foster The People),71,242034,0.0609,0.648,0.75,4.41E-06,0,0.104,-3.248,1,0.0335,105.03,4,0.556,41032
301,Babies,22,244826,0.113,0.299,0.818,2.46E-06,2,0.0827,-7.942,1,0.0649,156.193,4,0.604,2523
302,Drip or Drown Remix (feat. Lil Yachty),64,178983,0.663,0.942,0.378,0,5,0.123,-13.672,0,0.43,117.994,4,0.691,5266
303,Anemone,47,287718,0.937,0.105,0.116,0.865,7,0.143,-21.613,1,0.0355,91.389,4,0.0326,4570
304,Ninja Turtle (feat. Wifisfuneral),52,192750,0.017,0.508,0.755,0,11,0.384,-7.606,0,0.458,106.803,5,0.582,4894
305,No More Chances,37,202375,0.0134,0.745,0.815,1.05E-05,6,0.0547,-6.082,1,0.144,120.139,4,0.453,40969
306,Sombras - Versión Trío,60,207146,0.594,0.723,0.664,1.35E-06,7,0.31,-4.77,1,0.034,94.962,4,0.483,5981
307,The Way We Move,63,168760,0.217,0.539,0.836,0.000168,11,0.303,-5.365,1,0.0654,135.596,4,0.759,6965
308,Forrest Gump,26,222133,0.516,0.888,0.712,0,5,0.0715,-5.327,1,0.275,109.004,4,0.847,95210
309,Chopstix,38,184424,0.00993,0.616,0.873,0.936,10,0.201,-5.04,0,0.0427,150.969,4,0.411,23129
310,Summer Nights,58,269160,0.358,0.472,0.672,0,10,0.108,-4.997,0,0.212,81.813,4,0.392,3784
311,Behind - Callea Radio Mix,36,220320,0.0923,0.503,0.582,3.70E-05,3,0.09,-8.173,0,0.069,125.665,4,0.149,8574
312,"Made It (feat. Yhung T.O., Lul G & DaBoii)",58,255757,0.0626,0.727,0.7,0,0,0.1,-7.557,0,0.11,100.019,4,0.663,3239
313,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,
317,Shake It Out,65,277720,0.0126,0.519,0.808,0,10,0.105,-4.097,1,0.0383,107.505,4,0.251,9798
318,Breakfast At Tiffany's,68,257373,0.12,0.628,0.829,0,2,0.097,-5.484,1,0.0293,110.377,4,0.503,5769
319,Rebel Yell,25,288533,0.000732,0.536,0.869,0.000374,4,0.337,-4.91,0,0.0597,166.383,4,0.493,4399
320,High Highs to Low Lows,55,234000,0.432,0.571,0.484,0,0,0.141,-8.312,1,0.0644,79.904,4,0.19,4644
321,New Gods (feat. Jay Prince & Oscar Jerome),42,198473,0.548,0.436,0.687,7.57E-06,5,0.105,-7.883,0,0.123,88.762,4,0.117,3880
322,China Shop,57,274640,0.000203,0.516,0.924,0.000247,7,0.73,-4.381,0,0.0416,130.049,4,0.518,89563
323,Prayer,37,216111,0.14,0.728,0.823,0.000167,1,0.318,-6.015,0,0.0405,119.931,4,0.795,5732
324,Reptilia,44,215586,0.372,0.488,0.672,0.0204,9,0.367,-9.273,1,0.0432,148.28,4,0.604,86913
325,Don't You Give Up,64,188962,0.284,0.79,0.468,0.00203,6,0.0735,-7.152,0,0.0534,98.014,4,0.606,6531
326,Endorphins - Sub Focus Vs. Fred V & Grafix Remix,16,275281,0.00318,0.469,0.851,0.00155,11,0.0836,-5.08,0,0.0426,174.033,4,0.131,7959
327,Over (feat. Malou Mørkeberg),13,276000,0.00709,0.678,0.676,0.921,7,0.0833,-12.189,1,0.0718,120.191,3,0.347,5704
328,Charmer,43,176893,0.000469,0.394,0.764,0.0082,7,0.526,-5.413,1,0.124,146.981,4,0.561,68359
329,The Wild Side Of Life,35,164520,0.924,0.596,0.144,0,2,0.219,-10.307,1,0.0298,115.681,4,0.451,9527
330,Don't Unplug My Body,21,298195,0.52,0.807,0.443,0.114,11,0.116,-10.882,0,0.1,97.994,4,0.614,8711
331,The World Is Yours,59,290573,0.274,0.678,0.794,1.68E-06,10,0.124,-6.186,0,0.14,87.374,4,0.54,5349
332,Take This Home,51,206968,0.0345,0.543,0.89,0,4,0.0693,-2.944,1,0.206,144.995,4,0.769,3155
333,Terry,35,191493,0.213,0.603,0.506,0,9,0.0553,-9.531,1,0.0391,124.953,4,0.735,6878
334,Amor y Control,56,352200,0.449,0.753,0.59,0.0104,7,0.153,-9.622,1,0.0357,88.786,4,0.863,82128
335,Imagine - Remastered 2010,77,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169,6964
336,If We Were Vampires,72,215563,0.824,0.629,0.208,3.70E-06,5,0.107,-16.225,1,0.0324,96.609,4,0.685,94545
337,Xanny Bars 222,56,159007,0.283,0.379,0.468,4.00E-05,9,0.109,-8.998,1,0.0843,97.8,5,0.0331,33430
338,Grown Man Sport,57,276373,0.478,0.801,0.757,1.32E-05,7,0.163,-8.01,1,0.316,88.025,4,0.607,8305
339,Hoppípolla,44,270013,0.0356,0.312,0.543,0.225,11,0.128,-9.875,1,0.0308,140.109,4,0.178,4521
340,I Do,61,198854,0.158,0.623,0.645,0,0,0.111,-5.407,1,0.0334,137.071,4,0.316,98807
341,P.Y.T. (Pretty Young Thing),62,239026,0.172,0.894,0.67,0.000362,11,0.0691,-9.406,0,0.0474,127.208,4,0.961,5585
342,Midnight Blue,50,279984,0.812,0.681,0.259,0.0066,10,0.393,-9.106,0,0.0933,74.837,4,0.333,9521
343,Song 2 - 2012 Remastered Version,77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918,9117
344,Old Age,66,141920,0.67,0.756,0.458,0,6,0.275,-6.434,1,0.212,87.893,4,0.551,2355
345,Timeless,42,166546,0.151,0.648,0.558,2.85E-06,9,0.104,-8.027,1,0.0943,139.996,4,0.191,17511
346,Cool Water,27,129133,0.848,0.414,0.215,0,0,0.151,-15.608,1,0.0314,128.099,4,0.326,4346
347,Shoot,62,196613,0.0273,0.765,0.421,1.50E-05,10,0.126,-12.2,1,0.406,127.129,4,0.193,9592
348,WEAKEND,47,167800,0.262,0.628,0.505,0.00355,0,0.132,-8.091,1,0.164,137.04,4,0.0679,2018
349,Say My Name,72,271333,0.274,0.522,0.676,0,5,0.134,-3.571,0,0.16,67.427,4,0.746,5577
350,We Are All Illegals,23,274637,0.0114,0.517,0.927,0,9,0.0685,-4.191,1,0.0517,95.02,4,0.665,9799
351,You Never Can Tell,27,161946,0.754,0.605,0.837,4.11E-05,7,0.3,-10.059,1,0.114,157.225,4,0.93,4685
352,NRG - Radio Edit,43,195088,0.0634,0.637,0.911,8.80E-05,1,0.366,-4.217,1,0.459,127.996,4,0.782,21930
353,Bazar,60,209573,0.11,0.789,0.753,0.00043,8,0.0483,-11.888,1,0.0342,127.063,4,0.971,6725
354,Enloquéceme,63,249400,0.0893,0.806,0.92,5.18E-06,5,0.316,-3.059,1,0.124,106.971,4,0.798,3717
355,Ned Flanders (feat. A$AP Ferg),83,161013,0.0254,0.936,0.495,0,1,0.087,-6.062,1,0.229,139.951,4,0.299,11049
356,Can't Help Me Now,51,207122,0.0702,0.831,0.593,1.82E-05,5,0.176,-6.542,0,0.0387,100.977,4,0.385,8957
357,Flava,52,111380,0.97,0.416,0.423,0.928,9,0.206,-15.069,0,0.248,76.372,4,0.41,2402
358,Must've Been (feat. DRAM) - Chromeo x THEY. Version,52,183675,0.407,0.666,0.477,3.79E-05,11,0.108,-9.508,0,0.0583,73.976,4,0.321,53781
359,Light - GoSlo Remix,49,302640,0.102,0.531,0.668,0,9,0.218,-4.486,1,0.042,118.806,4,0.161,4695
360,Let It Go,76,260533,0.818,0.546,0.311,1.65E-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246,5707
361,Open Road,37,217298,0.51,0.629,0.642,0,1,0.25,-8.882,0,0.307,91.127,4,0.711,9171
362,Wake Up in the Sky,92,204664,0.00381,0.8,0.578,0,4,0.359,-5.144,0,0.0485,143.01,4,0.367,51346
363,"You're Gonna Go Far, Kid",15,177826,0.00466,0.55,0.918,0,9,0.206,-3.159,0,0.0682,126.083,4,0.563,50783
364,Falling Away from Me,71,270920,0.00014,0.468,0.769,0.00124,4,0.271,-7.036,1,0.041,104.102,4,0.17,5951
365,No Scope,55,173375,0.0278,0.475,0.739,0,0,0.0827,-7.411,1,0.483,92.086,5,0.327,7140
366,Got My Name Changed Back,50,174253,0.0189,0.639,0.871,0.00463,9,0.0439,-5.774,1,0.044,99.075,4,0.812,8925
367,Let's Get Loud,70,239400,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906,3404
368,Lala Fatema,35,231653,0.0138,0.835,0.747,0,1,0.764,-6.832,1,0.164,121.986,4,0.658,2443
369,Come A Little Closer,53,168656,0.000562,0.599,0.887,0.00499,6,0.121,-5.442,0,0.065,89.992,4,0.395,68329
370,Yambύ,25,254560,0.752,0.605,0.61,6.89E-06,9,0.156,-7.723,1,0.0765,101.864,4,0.919,4901
371,Wonderland,25,220563,0.893,0.366,0.307,0.000806,4,0.0843,-10.366,1,0.0318,150.79,4,0.289,10578
372,Bad Boy,76,210817,0.191,0.714,0.736,0,2,0.0553,-3.801,1,0.0457,149.985,4,0.814,9199
373,Rio - Hush Remix,42,258000,0.0462,0.624,0.782,0.00653,5,0.355,-5.642,1,0.111,160.04,4,0.503,4898
374,Bumper Choque (Las Mujeres Quieren),47,134661,0.404,0.736,0.878,0,10,0.0646,-5.29,1,0.218,155.064,4,0.804,8106
375,Top Billin',44,175706,0.0102,0.913,0.351,0,10,0.401,-13.57,0,0.354,91.499,4,0.727,6673
376,Liberate,51,313388,0.0024,0.515,0.877,0.802,5,0.623,-5.413,1,0.0356,126.996,4,0.434,53193
377,Fast Challenges,41,314146,0.0551,0.488,0.759,0.0896,10,0.0624,-7.827,0,0.0361,109.83,4,0.393,53109
378,Want to Want Me - Acoustic Cover,60,247297,0.761,0.66,0.312,2.31E-05,9,0.122,-9.807,1,0.0276,92.446,4,0.441,4540
379,Dangerous Night,6,200013,0.00292,0.295,0.723,1.47E-06,2,0.171,-6.576,1,0.0695,87.242,4,0.184,88600
380,Chain Of Fools,49,163039,0.0203,0.701,0.672,5.40E-06,10,0.518,-6.551,1,0.032,116.969,4,0.896,9655
381,Qué Pasa Loco,44,378013,0.252,0.789,0.727,1.04E-05,0,0.0676,-9.011,1,0.0578,87.739,4,0.961,75425
382,Waka Waka,0,199801,0.154,0.726,0.751,0,1,0.117,-6.758,1,0.174,127.034,4,0.859,7511
383,Sure Thing,75,195373,0.0275,0.684,0.603,0.000311,11,0.191,-8.127,0,0.0989,81,4,0.504,5219
384,Last Song,60,115227,0.996,0.431,0.0775,0.933,4,0.0806,-23.964,1,0.0706,64.86,4,0.29,3499
385,Strange American Dream,33,271000,0.0298,0.537,0.638,5.12E-06,9,0.123,-6.587,1,0.0307,91.314,4,0.754,34763
386,Hiding,54,232752,0.000342,0.591,0.889,3.62E-05,10,0.117,-4.818,0,0.0412,144.983,4,0.807,7355
387,Dancing With Myself,62,199906,0.0113,0.439,0.822,0,4,0.133,-6.764,1,0.0695,176.711,4,0.884,2689
388,Movement,61,163195,0.0424,0.774,0.659,0.000501,3,0.302,-6.909,1,0.206,99.018,4,0.467,9098
389,Go Your Own Way,30,218400,0.0219,0.597,0.812,0.00106,5,0.102,-12.062,1,0.0315,135.68,4,0.823,3378
390,Two More Bottles of Wine - Remastered Version,39,186333,0.251,0.764,0.736,0.000294,3,0.121,-7.571,1,0.0333,134.336,4,0.96,3439
391,Burn,60,193729,0.0434,0.579,0.805,0,6,0.1,-5.923,0,0.338,105.013,4,0.576,9812
392,Atomic Dog,45,286160,0.3,0.895,0.665,0,6,0.236,-6.285,0,0.224,107.654,4,0.734,7595
393,El Donia Shabab,24,206243,0.216,0.749,0.675,1.95E-06,6,0.125,-9.776,1,0.0421,125.957,4,0.591,4051
394,Ziggy Stardust - 2012 Remastered Version,65,194440,0.048,0.44,0.565,0,7,0.213,-11.657,1,0.121,161.124,4,0.495,6541
395,Top Of The Pops,40,175640,0.000358,0.417,0.586,0.0443,2,0.0957,-12.217,1,0.0399,183.706,4,0.965,6074
396,Love Drunk,36,227520,0.0134,0.425,0.976,0,10,0.169,-3.009,1,0.178,150.006,4,0.422,4944
397,Too Cool To Dance,38,189334,0.0294,0.716,0.869,0,8,0.0454,-3.318,1,0.0694,113.027,4,0.768,29940
398,Can't Cheat Death,6,190786,0.408,0.616,0.754,3.45E-06,7,0.127,-7.312,0,0.0689,117.924,4,0.376,92771
399,No Quiero Amarte (feat. Zion & Lennox),86,235315,0.128,0.734,0.793,0,6,0.0658,-4.731,1,0.0454,89.961,4,0.511,5436
400,Out Of My Mind (feat. Nicki Minaj),35,222960,0.434,0.482,0.721,0,10,0.0913,-5.899,0,0.308,132.108,4,0.775,5090
401,Splash (feat. DreamDoll),0,193862,0.052,0.838,0.657,1.98E-05,11,0.119,-5.483,1,0.341,129.915,4,0.317,6181
402,Party Crowd,56,198440,0.0358,0.779,0.633,0,7,0.0901,-11.643,1,0.0305,127.167,4,0.7,8303
403,"Hey, Soul Sister",65,216773,0.182,0.677,0.89,0,1,0.0826,-4.448,0,0.0418,97.012,4,0.764,8452
404,All the Beds I've Made (Acoustic),62,213866,0.644,0.306,0.213,0,2,0.103,-7.79,1,0.0316,89.545,4,0.291,81843
405,WIN,35,214693,0.0137,0.874,0.59,0,1,0.599,-2.977,1,0.12,126.033,4,0.332,4522
406,Must've Been (feat. DRAM),56,210558,0.336,0.8,0.775,0,2,0.271,-3.363,1,0.068,125.992,4,0.945,19446
407,Take It or Leave It,58,183468,0.162,0.69,0.753,0,6,0.0718,-3.83,1,0.0555,148.024,4,0.931,3991
408,More - Acoustic Live,46,218768,0.136,0.589,0.79,0,4,0.455,-5.034,0,0.043,89.863,4,0.694,3850
409,Just Don't Give A Fuck,23,242573,0.000729,0.552,0.932,0,4,0.209,-1.818,0,0.258,85.567,4,0.705,2658
410,Little Darlin' - Single Version,13,129213,0.62,0.561,0.677,0.585,6,0.297,-11.36,1,0.0482,153.19,4,0.698,8721
411,OOOUUU,65,234649,0.533,0.635,0.847,0,7,0.154,-3.152,1,0.447,166.072,4,0.568,77254
412,Riders In The Sky,26,141946,0.71,0.588,0.37,0,1,0.139,-13.494,0,0.0341,126.409,4,0.739,2136
413,Louise,63,266997,0.768,0.639,0.381,2.25E-06,10,0.214,-9.428,1,0.0321,89.897,4,0.489,9398
414,Amigo Mío,44,252573,0.43,0.65,0.54,2.97E-06,2,0.305,-9.33,1,0.0754,155.101,4,0.678,61513
415,Lick It Up,62,236640,0.187,0.686,0.781,1.90E-05,2,0.332,-5.906,1,0.0523,120.191,4,0.64,9522
416,sunday,50,96000,0.9,0.683,0.103,0.308,9,0.076,-12.762,0,0.0567,79.99,4,0.197,7494
417,Thousand (feat. Lisa Hannigan),69,206440,0.943,0.676,0.198,0.0132,1,0.104,-13.91,1,0.0333,118.004,4,0.125,90011
418,Satisfied (feat. MAX),73,155939,0.00759,0.75,0.651,0,1,0.521,-4.655,1,0.121,120.055,4,0.928,2051
419,Found You,7,189677,0.228,0.637,0.767,4.69E-06,6,0.111,-5.137,0,0.0491,124.006,4,0.803,7955
420,All I Am,87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536,18204
421,Ridin' Round,51,198500,0.245,0.883,0.58,0.00015,1,0.0731,-7.287,1,0.0644,119.994,4,0.096,42376
422,Beat It - Single Version,68,257906,0.0518,0.782,0.867,1.40E-05,3,0.218,-3.763,0,0.0487,138.859,4,0.896,4438
423,Supreme,59,150752,0.263,0.484,0.711,0,8,0.104,-3.848,1,0.341,102.05,4,0.515,92353
424,Like A G6,69,216893,0.00676,0.435,0.837,0,3,0.117,-8.126,1,0.449,124.913,4,0.778,57237
425,Light On,69,233880,0.201,0.657,0.569,1.38E-05,2,0.126,-6.287,1,0.0542,102.054,4,0.399,3552
426,Run Me Dry,74,169266,0.393,0.646,0.756,3.23E-05,9,0.202,-9.017,0,0.487,193.881,4,0.596,8618
427,Beautiful (feat. Camila Cabello),94,180000,0.346,0.638,0.717,0,2,0.105,-4.722,1,0.0337,100.027,4,0.249,50405
428,Stand By Me,80,180055,0.57,0.65,0.306,7.07E-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605,76713
429,I Love It (& Lil Pump),99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,53344
430,Doo Wop (That Thing),76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495,7432
431,Karma Police,16,264066,0.0626,0.36,0.505,9.22E-05,7,0.172,-9.129,1,0.026,74.807,4,0.317,8298
432,Keep This Fire Burning,63,162033,0.0987,0.585,0.87,0,7,0.104,-4.08,0,0.0469,123.958,4,0.305,23388
